"","year","sex","education","vocabulary","year_group"
"19901210",1990,"Female",11,5,"[1974,1995]"
"20121238",2012,"Male",12,4,"(1995,2016]"
"19941512",1994,"Female",12,5,"[1974,1995]"
"20042147",2004,"Male",10,5,"(1995,2016]"
"19740821",1974,"Male",12,6,"[1974,1995]"
"19900135",1990,"Female",12,8,"[1974,1995]"
"19900456",1990,"Male",6,3,"[1974,1995]"
"19881216",1988,"Female",14,6,"[1974,1995]"
"19890965",1989,"Male",12,6,"[1974,1995]"
"19982443",1998,"Female",20,9,"(1995,2016]"
"19740989",1974,"Female",12,5,"[1974,1995]"
"20040349",2004,"Female",14,6,"(1995,2016]"
"20081502",2008,"Male",12,4,"(1995,2016]"
"19941573",1994,"Male",16,4,"[1974,1995]"
"19780425",1978,"Male",12,6,"[1974,1995]"
"20121500",2012,"Female",12,8,"(1995,2016]"
"19910345",1991,"Male",16,9,"[1974,1995]"
"19931601",1993,"Male",17,6,"[1974,1995]"
"20041351",2004,"Female",12,6,"(1995,2016]"
"19841061",1984,"Female",15,6,"[1974,1995]"
"19871372",1987,"Male",16,7,"[1974,1995]"
"20040813",2004,"Male",16,5,"(1995,2016]"
"20063048",2006,"Female",10,7,"(1995,2016]"
"19740413",1974,"Female",5,2,"[1974,1995]"
"19960658",1996,"Male",17,7,"(1995,2016]"
"20000451",2000,"Male",14,5,"(1995,2016]"
"20140679",2014,"Male",16,5,"(1995,2016]"
"20040003",2004,"Male",14,9,"(1995,2016]"
"19841413",1984,"Female",12,4,"[1974,1995]"
"19910235",1991,"Male",14,4,"[1974,1995]"
"19780740",1978,"Female",12,5,"[1974,1995]"
"19781011",1978,"Male",14,6,"[1974,1995]"
"19982495",1998,"Female",13,5,"(1995,2016]"
"19890126",1989,"Female",16,9,"[1974,1995]"
"19910772",1991,"Male",8,3,"[1974,1995]"
"20141018",2014,"Female",14,5,"(1995,2016]"
"19900321",1990,"Female",14,5,"[1974,1995]"
"19840638",1984,"Female",9,5,"[1974,1995]"
"20002803",2000,"Female",12,4,"(1995,2016]"
"20161392",2016,"Female",14,8,"(1995,2016]"
"20002540",2000,"Male",11,6,"(1995,2016]"
"20080249",2008,"Female",13,7,"(1995,2016]"
"19941552",1994,"Male",8,5,"[1974,1995]"
"19872183",1987,"Female",11,4,"[1974,1995]"
"20042704",2004,"Female",14,6,"(1995,2016]"
"19872066",1987,"Female",13,5,"[1974,1995]"
"20063270",2006,"Female",17,9,"(1995,2016]"
"19780407",1978,"Female",4,3,"[1974,1995]"
"20080534",2008,"Male",13,3,"(1995,2016]"
"19940799",1994,"Female",16,9,"[1974,1995]"
"20100272",2010,"Female",16,5,"(1995,2016]"
"20061784",2006,"Female",12,5,"(1995,2016]"
"20121263",2012,"Female",12,6,"(1995,2016]"
"19870692",1987,"Female",12,1,"[1974,1995]"
"20162143",2016,"Male",14,2,"(1995,2016]"
"19870493",1987,"Female",12,2,"[1974,1995]"
"19880820",1988,"Male",12,5,"[1974,1995]"
"20101578",2010,"Male",14,5,"(1995,2016]"
"19780337",1978,"Male",12,5,"[1974,1995]"
"19901159",1990,"Female",10,2,"[1974,1995]"
"19901346",1990,"Male",12,7,"[1974,1995]"
"19911388",1991,"Female",11,5,"[1974,1995]"
"19820854",1982,"Female",15,9,"[1974,1995]"
"19870303",1987,"Male",12,6,"[1974,1995]"
"20000834",2000,"Female",14,4,"(1995,2016]"
"20081457",2008,"Female",12,4,"(1995,2016]"
"19910664",1991,"Female",12,7,"[1974,1995]"
"19820340",1982,"Male",12,6,"[1974,1995]"
"19871011",1987,"Female",12,5,"[1974,1995]"
"20080719",2008,"Male",16,5,"(1995,2016]"
"19820464",1982,"Male",12,4,"[1974,1995]"
"20080092",2008,"Female",12,7,"(1995,2016]"
"19942312",1994,"Female",11,7,"[1974,1995]"
"19880326",1988,"Male",8,5,"[1974,1995]"
"19870585",1987,"Female",8,0,"[1974,1995]"
"20080701",2008,"Female",16,9,"(1995,2016]"
"19780160",1978,"Male",18,6,"[1974,1995]"
"20100452",2010,"Female",9,3,"(1995,2016]"
"19761170",1976,"Female",11,6,"[1974,1995]"
"20162308",2016,"Female",11,5,"(1995,2016]"
"20101592",2010,"Female",14,5,"(1995,2016]"
"20160129",2016,"Female",16,7,"(1995,2016]"
"19841260",1984,"Male",4,6,"[1974,1995]"
"19740741",1974,"Male",12,6,"[1974,1995]"
"19840455",1984,"Female",14,10,"[1974,1995]"
"19780706",1978,"Male",12,5,"[1974,1995]"
"19900355",1990,"Female",11,8,"[1974,1995]"
"19761323",1976,"Female",12,10,"[1974,1995]"
"19870819",1987,"Male",12,7,"[1974,1995]"
"19961286",1996,"Female",18,8,"(1995,2016]"
"19880732",1988,"Male",8,4,"[1974,1995]"
"20141120",2014,"Female",16,7,"(1995,2016]"
"19891513",1989,"Male",15,7,"[1974,1995]"
"20141541",2014,"Female",10,2,"(1995,2016]"
"19870521",1987,"Male",13,4,"[1974,1995]"
"20161802",2016,"Male",16,9,"(1995,2016]"
"19781157",1978,"Female",12,5,"[1974,1995]"
"20081110",2008,"Male",12,6,"(1995,2016]"
"20062091",2006,"Female",12,5,"(1995,2016]"
"19930103",1993,"Male",16,8,"[1974,1995]"
"19930763",1993,"Male",12,1,"[1974,1995]"
"20002066",2000,"Male",12,2,"(1995,2016]"
"19761020",1976,"Female",12,5,"[1974,1995]"
"19982795",1998,"Female",18,10,"(1995,2016]"
"20080057",2008,"Male",16,7,"(1995,2016]"
"19840460",1984,"Male",12,3,"[1974,1995]"
"19741224",1974,"Female",12,5,"[1974,1995]"
"20162472",2016,"Male",16,6,"(1995,2016]"
"19881452",1988,"Male",14,4,"[1974,1995]"
"19930274",1993,"Female",9,5,"[1974,1995]"
"19900411",1990,"Female",14,8,"[1974,1995]"
"20121895",2012,"Male",14,7,"(1995,2016]"
"19820750",1982,"Male",18,7,"[1974,1995]"
"19820010",1982,"Male",14,7,"[1974,1995]"
"19980684",1998,"Male",16,6,"(1995,2016]"
"19740512",1974,"Male",13,9,"[1974,1995]"
"19760510",1976,"Male",12,5,"[1974,1995]"
"20162138",2016,"Female",12,5,"(1995,2016]"
"20140725",2014,"Male",18,6,"(1995,2016]"
"19823203",1982,"Female",20,8,"[1974,1995]"
"19982573",1998,"Male",12,7,"(1995,2016]"
"19880858",1988,"Female",12,6,"[1974,1995]"
"20141591",2014,"Female",16,7,"(1995,2016]"
"20081432",2008,"Female",14,6,"(1995,2016]"
"20042744",2004,"Male",18,9,"(1995,2016]"
"19840437",1984,"Female",14,5,"[1974,1995]"
"19741367",1974,"Male",8,6,"[1974,1995]"
"20162713",2016,"Female",12,7,"(1995,2016]"
"20042785",2004,"Male",14,6,"(1995,2016]"
"20140613",2014,"Male",13,5,"(1995,2016]"
"20001580",2000,"Male",15,9,"(1995,2016]"
"20040462",2004,"Male",19,9,"(1995,2016]"
"20100797",2010,"Female",17,10,"(1995,2016]"
"20040748",2004,"Male",15,8,"(1995,2016]"
"20101272",2010,"Male",16,8,"(1995,2016]"
"19930223",1993,"Male",17,10,"[1974,1995]"
"20001783",2000,"Female",12,8,"(1995,2016]"
"19780873",1978,"Female",14,5,"[1974,1995]"
"20042510",2004,"Male",13,6,"(1995,2016]"
"20161464",2016,"Female",11,6,"(1995,2016]"
"19870746",1987,"Male",15,9,"[1974,1995]"
"19910181",1991,"Female",14,6,"[1974,1995]"
"20141039",2014,"Female",12,9,"(1995,2016]"
"20142524",2014,"Female",15,5,"(1995,2016]"
"19741161",1974,"Male",16,9,"[1974,1995]"
"19962206",1996,"Male",17,7,"(1995,2016]"
"19740896",1974,"Male",10,7,"[1974,1995]"
"19961180",1996,"Female",12,7,"(1995,2016]"
"19761736",1976,"Male",9,4,"[1974,1995]"
"19981745",1998,"Female",12,5,"(1995,2016]"
"20081460",2008,"Female",18,9,"(1995,2016]"
"19890237",1989,"Male",17,5,"[1974,1995]"
"19781058",1978,"Female",12,6,"[1974,1995]"
"19761214",1976,"Female",10,9,"[1974,1995]"
"19890252",1989,"Female",8,1,"[1974,1995]"
"20160798",2016,"Female",16,7,"(1995,2016]"
"19942662",1994,"Male",14,6,"[1974,1995]"
"19881045",1988,"Female",12,5,"[1974,1995]"
"19880006",1988,"Female",17,5,"[1974,1995]"
"19900206",1990,"Female",15,5,"[1974,1995]"
"19740550",1974,"Male",12,3,"[1974,1995]"
"19741091",1974,"Male",7,6,"[1974,1995]"
"20120032",2012,"Female",14,6,"(1995,2016]"
"19901084",1990,"Female",14,6,"[1974,1995]"
"19931293",1993,"Male",18,6,"[1974,1995]"
"19901095",1990,"Male",12,5,"[1974,1995]"
"20040453",2004,"Male",14,7,"(1995,2016]"
"19900940",1990,"Female",12,6,"[1974,1995]"
"19941212",1994,"Male",14,5,"[1974,1995]"
"19741104",1974,"Female",16,10,"[1974,1995]"
"19871272",1987,"Male",12,6,"[1974,1995]"
"20141848",2014,"Female",18,5,"(1995,2016]"
"20140621",2014,"Female",12,7,"(1995,2016]"
"20141772",2014,"Male",14,8,"(1995,2016]"
"20161088",2016,"Male",13,5,"(1995,2016]"
"20061123",2006,"Male",15,9,"(1995,2016]"
"19760502",1976,"Female",16,8,"[1974,1995]"
"19781101",1978,"Female",11,4,"[1974,1995]"
"19780742",1978,"Male",12,5,"[1974,1995]"
"20061853",2006,"Female",12,4,"(1995,2016]"
"20121145",2012,"Female",13,5,"(1995,2016]"
"19901099",1990,"Male",15,7,"[1974,1995]"
"20162291",2016,"Male",10,7,"(1995,2016]"
"19891325",1989,"Male",10,8,"[1974,1995]"
"19941389",1994,"Male",16,6,"[1974,1995]"
"20121577",2012,"Male",12,1,"(1995,2016]"
"19761080",1976,"Female",12,8,"[1974,1995]"
"19780318",1978,"Female",12,6,"[1974,1995]"
"20061028",2006,"Male",7,6,"(1995,2016]"
"19872008",1987,"Female",12,6,"[1974,1995]"
"20041689",2004,"Male",16,5,"(1995,2016]"
"19840720",1984,"Female",4,2,"[1974,1995]"
"19900671",1990,"Male",12,8,"[1974,1995]"
"19941453",1994,"Male",12,4,"[1974,1995]"
"20140812",2014,"Female",16,5,"(1995,2016]"
"19760249",1976,"Male",12,2,"[1974,1995]"
"19872016",1987,"Female",12,0,"[1974,1995]"
"19840988",1984,"Male",11,5,"[1974,1995]"
"19900285",1990,"Male",16,10,"[1974,1995]"
"20061837",2006,"Female",14,7,"(1995,2016]"
"20101434",2010,"Male",11,5,"(1995,2016]"
"20001840",2000,"Female",13,3,"(1995,2016]"
"20001696",2000,"Female",14,6,"(1995,2016]"
"19820465",1982,"Male",11,5,"[1974,1995]"
"20080578",2008,"Male",11,4,"(1995,2016]"
"20040986",2004,"Male",18,8,"(1995,2016]"
"20140273",2014,"Female",16,5,"(1995,2016]"
"19740222",1974,"Male",18,9,"[1974,1995]"
"19962527",1996,"Female",12,5,"(1995,2016]"
"19890956",1989,"Female",15,8,"[1974,1995]"
"20162747",2016,"Male",12,5,"(1995,2016]"
"20061742",2006,"Female",12,5,"(1995,2016]"
"19870102",1987,"Female",8,6,"[1974,1995]"
"19841400",1984,"Male",14,5,"[1974,1995]"
"20001801",2000,"Female",14,6,"(1995,2016]"
"19940405",1994,"Female",16,5,"[1974,1995]"
"19891498",1989,"Male",12,5,"[1974,1995]"
"19760174",1976,"Female",7,0,"[1974,1995]"
"20120899",2012,"Female",12,6,"(1995,2016]"
"20080508",2008,"Male",16,9,"(1995,2016]"
"19940184",1994,"Female",16,8,"[1974,1995]"
"19740959",1974,"Female",12,5,"[1974,1995]"
"19941617",1994,"Female",16,10,"[1974,1995]"
"19891241",1989,"Female",16,8,"[1974,1995]"
"19941013",1994,"Male",14,5,"[1974,1995]"
"19900910",1990,"Male",12,3,"[1974,1995]"
"19740620",1974,"Female",12,7,"[1974,1995]"
"19942194",1994,"Female",8,6,"[1974,1995]"
"19820323",1982,"Female",12,4,"[1974,1995]"
"19823098",1982,"Male",12,3,"[1974,1995]"
"20142311",2014,"Female",12,4,"(1995,2016]"
"20141909",2014,"Male",14,7,"(1995,2016]"
"20061493",2006,"Female",15,8,"(1995,2016]"
"19761069",1976,"Female",17,9,"[1974,1995]"
"20162684",2016,"Female",12,4,"(1995,2016]"
"19962684",1996,"Female",16,8,"(1995,2016]"
"19911290",1991,"Female",12,1,"[1974,1995]"
"19740049",1974,"Female",8,3,"[1974,1995]"
"19911222",1991,"Female",12,5,"[1974,1995]"
"19941112",1994,"Female",11,1,"[1974,1995]"
"20001194",2000,"Male",12,6,"(1995,2016]"
"20002786",2000,"Female",12,5,"(1995,2016]"
"20063489",2006,"Female",13,5,"(1995,2016]"
"19781199",1978,"Female",12,6,"[1974,1995]"
"19820406",1982,"Female",16,7,"[1974,1995]"
"20061422",2006,"Female",10,4,"(1995,2016]"
"19930063",1993,"Female",12,6,"[1974,1995]"
"19981563",1998,"Male",15,6,"(1995,2016]"
"19780157",1978,"Male",19,8,"[1974,1995]"
"20100138",2010,"Female",12,7,"(1995,2016]"
"19880907",1988,"Male",13,4,"[1974,1995]"
"19822015",1982,"Male",9,4,"[1974,1995]"
"20002747",2000,"Male",15,6,"(1995,2016]"
"19820482",1982,"Female",12,5,"[1974,1995]"
"19760740",1976,"Female",9,3,"[1974,1995]"
"19741138",1974,"Female",16,9,"[1974,1995]"
"20100571",2010,"Male",13,5,"(1995,2016]"
"20160859",2016,"Male",18,6,"(1995,2016]"
"20120001",2012,"Male",16,7,"(1995,2016]"
"19761490",1976,"Female",12,5,"[1974,1995]"
"19940865",1994,"Female",13,4,"[1974,1995]"
"20060857",2006,"Female",14,6,"(1995,2016]"
"19980005",1998,"Female",16,7,"(1995,2016]"
"19942346",1994,"Female",16,8,"[1974,1995]"
"20121329",2012,"Male",12,6,"(1995,2016]"
"20160175",2016,"Female",14,4,"(1995,2016]"
"19870668",1987,"Female",14,5,"[1974,1995]"
"19780728",1978,"Male",8,5,"[1974,1995]"
"19820733",1982,"Female",12,6,"[1974,1995]"
"20120014",2012,"Female",12,4,"(1995,2016]"
"19780761",1978,"Male",13,9,"[1974,1995]"
"19871271",1987,"Male",10,4,"[1974,1995]"
"19820445",1982,"Female",12,8,"[1974,1995]"
"19760696",1976,"Male",8,5,"[1974,1995]"
"19840891",1984,"Female",11,3,"[1974,1995]"
"20041160",2004,"Female",16,8,"(1995,2016]"
"19982472",1998,"Female",15,6,"(1995,2016]"
"19761051",1976,"Male",13,6,"[1974,1995]"
"19820680",1982,"Female",10,6,"[1974,1995]"
"19781392",1978,"Female",12,6,"[1974,1995]"
"19900541",1990,"Male",13,5,"[1974,1995]"
"19840674",1984,"Female",12,6,"[1974,1995]"
"19960886",1996,"Male",16,8,"(1995,2016]"
"19961881",1996,"Female",12,6,"(1995,2016]"
"19761739",1976,"Female",3,3,"[1974,1995]"
"19820266",1982,"Male",17,7,"[1974,1995]"
"20121803",2012,"Female",17,7,"(1995,2016]"
"20101098",2010,"Female",12,6,"(1995,2016]"
"20121159",2012,"Female",14,6,"(1995,2016]"
"19780475",1978,"Male",12,5,"[1974,1995]"
"19741058",1974,"Female",8,1,"[1974,1995]"
"19961974",1996,"Female",12,9,"(1995,2016]"
"19872307",1987,"Female",5,3,"[1974,1995]"
"19960678",1996,"Male",16,9,"(1995,2016]"
"19890357",1989,"Female",16,8,"[1974,1995]"
"19781319",1978,"Female",8,4,"[1974,1995]"
"19961130",1996,"Female",14,6,"(1995,2016]"
"19880890",1988,"Female",11,6,"[1974,1995]"
"19780632",1978,"Male",12,6,"[1974,1995]"
"19841405",1984,"Male",6,1,"[1974,1995]"
"19890302",1989,"Female",13,7,"[1974,1995]"
"20081879",2008,"Male",12,6,"(1995,2016]"
"20063405",2006,"Female",15,9,"(1995,2016]"
"20140661",2014,"Female",16,6,"(1995,2016]"
"20100223",2010,"Male",17,10,"(1995,2016]"
"19781484",1978,"Female",7,6,"[1974,1995]"
"19962192",1996,"Male",20,7,"(1995,2016]"
"20081508",2008,"Female",14,9,"(1995,2016]"
"19981616",1998,"Male",15,6,"(1995,2016]"
"19931215",1993,"Male",12,6,"[1974,1995]"
"19870017",1987,"Female",12,7,"[1974,1995]"
"20161367",2016,"Female",10,7,"(1995,2016]"
"19880622",1988,"Female",12,5,"[1974,1995]"
"19840458",1984,"Female",13,7,"[1974,1995]"
"20101830",2010,"Male",14,5,"(1995,2016]"
"20001589",2000,"Male",16,10,"(1995,2016]"
"19942195",1994,"Male",12,7,"[1974,1995]"
"19960691",1996,"Male",17,10,"(1995,2016]"
"19841152",1984,"Female",12,8,"[1974,1995]"
"19740216",1974,"Male",12,4,"[1974,1995]"
"20141027",2014,"Female",14,4,"(1995,2016]"
"20041239",2004,"Female",2,7,"(1995,2016]"
"19870640",1987,"Female",12,4,"[1974,1995]"
"20042682",2004,"Male",15,5,"(1995,2016]"
"20101540",2010,"Female",11,8,"(1995,2016]"
"19891514",1989,"Male",18,9,"[1974,1995]"
"20041252",2004,"Female",16,8,"(1995,2016]"
"19840915",1984,"Male",12,6,"[1974,1995]"
"19982559",1998,"Female",16,4,"(1995,2016]"
"20142190",2014,"Male",14,7,"(1995,2016]"
"19891394",1989,"Female",9,2,"[1974,1995]"
"19930933",1993,"Male",16,10,"[1974,1995]"
"20080877",2008,"Female",13,7,"(1995,2016]"
"19940739",1994,"Female",12,8,"[1974,1995]"
"19760011",1976,"Female",12,9,"[1974,1995]"
"19780930",1978,"Male",16,7,"[1974,1995]"
"19820337",1982,"Male",14,4,"[1974,1995]"
"19761457",1976,"Male",16,7,"[1974,1995]"
"19901044",1990,"Male",16,8,"[1974,1995]"
"19760425",1976,"Female",12,7,"[1974,1995]"
"19960867",1996,"Male",20,7,"(1995,2016]"
"19880979",1988,"Male",12,6,"[1974,1995]"
"19942880",1994,"Female",13,5,"[1974,1995]"
"20121354",2012,"Female",20,10,"(1995,2016]"
"19900277",1990,"Male",16,7,"[1974,1995]"
"20141488",2014,"Male",12,6,"(1995,2016]"
"19900181",1990,"Male",17,7,"[1974,1995]"
"20140663",2014,"Female",12,4,"(1995,2016]"
"20001719",2000,"Male",16,6,"(1995,2016]"
"20120875",2012,"Female",12,5,"(1995,2016]"
"19841331",1984,"Female",16,5,"[1974,1995]"
"19901144",1990,"Male",13,4,"[1974,1995]"
"19740421",1974,"Male",5,2,"[1974,1995]"
"19780320",1978,"Male",11,7,"[1974,1995]"
"19941050",1994,"Male",16,6,"[1974,1995]"
"19891089",1989,"Female",14,8,"[1974,1995]"
"20080521",2008,"Female",20,9,"(1995,2016]"
"19740234",1974,"Female",6,4,"[1974,1995]"
"20100030",2010,"Female",16,9,"(1995,2016]"
"20160915",2016,"Female",20,5,"(1995,2016]"
"19900204",1990,"Male",12,6,"[1974,1995]"
"20141078",2014,"Male",14,6,"(1995,2016]"
"19931431",1993,"Female",12,6,"[1974,1995]"
"19960399",1996,"Female",14,7,"(1995,2016]"
"20140313",2014,"Female",12,4,"(1995,2016]"
"20101168",2010,"Female",16,6,"(1995,2016]"
"19870037",1987,"Female",17,9,"[1974,1995]"
"20161993",2016,"Male",14,2,"(1995,2016]"
"19930163",1993,"Female",16,7,"[1974,1995]"
"19840234",1984,"Female",14,5,"[1974,1995]"
"20002031",2000,"Male",16,10,"(1995,2016]"
"20141408",2014,"Male",12,5,"(1995,2016]"
"19870020",1987,"Female",15,6,"[1974,1995]"
"19931109",1993,"Female",12,5,"[1974,1995]"
"19880229",1988,"Male",16,8,"[1974,1995]"
"19820425",1982,"Male",10,10,"[1974,1995]"
"20040900",2004,"Female",16,5,"(1995,2016]"
"19942243",1994,"Female",16,7,"[1974,1995]"
"19840749",1984,"Male",15,3,"[1974,1995]"
"19760439",1976,"Male",17,9,"[1974,1995]"
"20001381",2000,"Female",12,5,"(1995,2016]"
"20080506",2008,"Female",12,4,"(1995,2016]"
"19780470",1978,"Female",8,5,"[1974,1995]"
"20002386",2000,"Female",12,5,"(1995,2016]"
"19740641",1974,"Female",12,5,"[1974,1995]"
"19890607",1989,"Female",12,6,"[1974,1995]"
"20041902",2004,"Female",18,8,"(1995,2016]"
"19872212",1987,"Male",14,4,"[1974,1995]"
"19930118",1993,"Female",18,9,"[1974,1995]"
"20081468",2008,"Female",14,8,"(1995,2016]"
"19880719",1988,"Female",11,6,"[1974,1995]"
"19781327",1978,"Male",12,5,"[1974,1995]"
"19871291",1987,"Male",11,7,"[1974,1995]"
"19820362",1982,"Female",9,1,"[1974,1995]"
"20100126",2010,"Male",14,7,"(1995,2016]"
"20000682",2000,"Male",12,3,"(1995,2016]"
"19781170",1978,"Female",7,7,"[1974,1995]"
"19880437",1988,"Female",11,1,"[1974,1995]"
"20081745",2008,"Male",12,5,"(1995,2016]"
"20081297",2008,"Female",18,7,"(1995,2016]"
"19781482",1978,"Male",8,5,"[1974,1995]"
"19910447",1991,"Female",18,9,"[1974,1995]"
"19930024",1993,"Male",16,6,"[1974,1995]"
"20101996",2010,"Female",12,3,"(1995,2016]"
"19910163",1991,"Female",13,9,"[1974,1995]"
"20002231",2000,"Female",13,8,"(1995,2016]"
"20040985",2004,"Female",14,10,"(1995,2016]"
"19740365",1974,"Male",8,6,"[1974,1995]"
"19741120",1974,"Male",13,10,"[1974,1995]"
"19761493",1976,"Male",12,6,"[1974,1995]"
"19900780",1990,"Male",9,2,"[1974,1995]"
"20120683",2012,"Male",6,3,"(1995,2016]"
"19930009",1993,"Male",18,10,"[1974,1995]"
"20060619",2006,"Female",19,8,"(1995,2016]"
"20040656",2004,"Female",12,6,"(1995,2016]"
"19820480",1982,"Female",12,3,"[1974,1995]"
"20101354",2010,"Female",14,6,"(1995,2016]"
"19761442",1976,"Male",12,5,"[1974,1995]"
"19820371",1982,"Female",13,5,"[1974,1995]"
"20100509",2010,"Female",9,2,"(1995,2016]"
"19981217",1998,"Male",12,7,"(1995,2016]"
"19823173",1982,"Female",11,3,"[1974,1995]"
"20001144",2000,"Female",14,8,"(1995,2016]"
"20161302",2016,"Female",19,7,"(1995,2016]"
"20101879",2010,"Female",12,3,"(1995,2016]"
"20141437",2014,"Female",10,5,"(1995,2016]"
"19930890",1993,"Female",12,6,"[1974,1995]"
"19760692",1976,"Male",12,5,"[1974,1995]"
"20101560",2010,"Male",16,7,"(1995,2016]"
"19821460",1982,"Male",5,4,"[1974,1995]"
"19942488",1994,"Male",12,9,"[1974,1995]"
"19780168",1978,"Female",9,6,"[1974,1995]"
"20162339",2016,"Male",10,3,"(1995,2016]"
"20160881",2016,"Male",17,5,"(1995,2016]"
"20002558",2000,"Female",12,5,"(1995,2016]"
"19761711",1976,"Male",12,7,"[1974,1995]"
"19980130",1998,"Male",12,5,"(1995,2016]"
"19740615",1974,"Female",12,6,"[1974,1995]"
"19982530",1998,"Female",12,5,"(1995,2016]"
"20142148",2014,"Female",14,6,"(1995,2016]"
"20100197",2010,"Male",20,7,"(1995,2016]"
"20100207",2010,"Male",14,6,"(1995,2016]"
"19900252",1990,"Male",12,4,"[1974,1995]"
"20162584",2016,"Female",10,6,"(1995,2016]"
"19901094",1990,"Male",17,7,"[1974,1995]"
"19841291",1984,"Male",12,7,"[1974,1995]"
"19910337",1991,"Male",14,9,"[1974,1995]"
"19940695",1994,"Male",17,8,"[1974,1995]"
"20100848",2010,"Male",17,9,"(1995,2016]"
"20041812",2004,"Female",12,7,"(1995,2016]"
"20141946",2014,"Male",12,8,"(1995,2016]"
"19780007",1978,"Male",12,4,"[1974,1995]"
"20081729",2008,"Male",15,6,"(1995,2016]"
"20160996",2016,"Female",17,2,"(1995,2016]"
"20100511",2010,"Male",16,7,"(1995,2016]"
"19961108",1996,"Male",16,10,"(1995,2016]"
"20161310",2016,"Male",9,4,"(1995,2016]"
"20141080",2014,"Female",15,7,"(1995,2016]"
"19870743",1987,"Male",12,6,"[1974,1995]"
"20042237",2004,"Female",11,5,"(1995,2016]"
"19760627",1976,"Female",7,4,"[1974,1995]"
"20120608",2012,"Female",14,4,"(1995,2016]"
"19780996",1978,"Female",13,5,"[1974,1995]"
"19960484",1996,"Male",13,4,"(1995,2016]"
"19962472",1996,"Male",15,7,"(1995,2016]"
"19780982",1978,"Female",16,9,"[1974,1995]"
"19941308",1994,"Male",14,8,"[1974,1995]"
"19890822",1989,"Female",10,6,"[1974,1995]"
"19740098",1974,"Male",3,4,"[1974,1995]"
"19741421",1974,"Male",8,4,"[1974,1995]"
"20101827",2010,"Female",10,8,"(1995,2016]"
"20081243",2008,"Male",16,6,"(1995,2016]"
"19910029",1991,"Male",19,10,"[1974,1995]"
"20121540",2012,"Female",11,6,"(1995,2016]"
"19931427",1993,"Female",13,7,"[1974,1995]"
"19931319",1993,"Female",12,2,"[1974,1995]"
"20000133",2000,"Male",19,10,"(1995,2016]"
"20162355",2016,"Male",16,7,"(1995,2016]"
"19761614",1976,"Female",12,4,"[1974,1995]"
"20100947",2010,"Female",14,9,"(1995,2016]"
"20162300",2016,"Male",17,7,"(1995,2016]"
"19960447",1996,"Female",14,9,"(1995,2016]"
"20100431",2010,"Female",16,9,"(1995,2016]"
"19890018",1989,"Female",6,4,"[1974,1995]"
"20141953",2014,"Male",16,9,"(1995,2016]"
"20101275",2010,"Female",16,7,"(1995,2016]"
"20060333",2006,"Female",12,6,"(1995,2016]"
"19840382",1984,"Male",12,5,"[1974,1995]"
"20061780",2006,"Male",17,9,"(1995,2016]"
"20101498",2010,"Female",12,5,"(1995,2016]"
"19741291",1974,"Male",14,7,"[1974,1995]"
"19821478",1982,"Female",12,7,"[1974,1995]"
"20161748",2016,"Male",12,6,"(1995,2016]"
"19982613",1998,"Female",10,3,"(1995,2016]"
"20101260",2010,"Male",12,8,"(1995,2016]"
"20080703",2008,"Male",20,8,"(1995,2016]"
"19890553",1989,"Male",16,6,"[1974,1995]"
"19761486",1976,"Male",16,9,"[1974,1995]"
"19961288",1996,"Male",20,10,"(1995,2016]"
"19982749",1998,"Male",16,7,"(1995,2016]"
"20081138",2008,"Female",15,4,"(1995,2016]"
"19930416",1993,"Female",14,6,"[1974,1995]"
"20142306",2014,"Female",11,7,"(1995,2016]"
"20042758",2004,"Male",15,8,"(1995,2016]"
"19780994",1978,"Female",12,4,"[1974,1995]"
"19840118",1984,"Female",14,6,"[1974,1995]"
"20100362",2010,"Female",10,6,"(1995,2016]"
"19930857",1993,"Male",16,8,"[1974,1995]"
"20121232",2012,"Female",12,5,"(1995,2016]"
"20121266",2012,"Male",16,5,"(1995,2016]"
"20081007",2008,"Female",18,8,"(1995,2016]"
"19960935",1996,"Female",14,5,"(1995,2016]"
"19980289",1998,"Male",12,5,"(1995,2016]"
"20064005",2006,"Male",12,3,"(1995,2016]"
"19911221",1991,"Male",12,6,"[1974,1995]"
"19901351",1990,"Female",11,6,"[1974,1995]"
"19960868",1996,"Female",17,9,"(1995,2016]"
"19781532",1978,"Female",12,5,"[1974,1995]"
"20080389",2008,"Male",12,3,"(1995,2016]"
"19940645",1994,"Female",13,5,"[1974,1995]"
"19781203",1978,"Female",8,4,"[1974,1995]"
"20161944",2016,"Male",10,2,"(1995,2016]"
"19780311",1978,"Male",12,3,"[1974,1995]"
"19740139",1974,"Female",12,5,"[1974,1995]"
"19840829",1984,"Female",12,5,"[1974,1995]"
"20101624",2010,"Female",14,5,"(1995,2016]"
"19761071",1976,"Male",14,6,"[1974,1995]"
"19781143",1978,"Female",8,5,"[1974,1995]"
"19741402",1974,"Female",12,8,"[1974,1995]"
"19741001",1974,"Male",8,5,"[1974,1995]"
"20121210",2012,"Male",14,6,"(1995,2016]"
"20081990",2008,"Female",16,8,"(1995,2016]"
"19820824",1982,"Female",12,5,"[1974,1995]"
"19940616",1994,"Female",16,4,"[1974,1995]"
"19871434",1987,"Male",10,4,"[1974,1995]"
"19870430",1987,"Male",12,1,"[1974,1995]"
"19780834",1978,"Male",10,2,"[1974,1995]"
